Year,Filename,Topic,Paragraph_Length,Theme,Topic Interpretation,Group
2020,doc_AY2020_121_para_2414_16935.txt,-1,33,Outlier,Outliers,G0
2020,doc_AY2020_127_para_2420_16971.txt,5,98,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2020,doc_AY2020_127_para_2420_16972.txt,5,125,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2020,doc_AY2020_127_para_2420_16973.txt,20,208,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2020,doc_AY2020_127_para_2420_16974.txt,1,193,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2020,doc_AY2020_127_para_2420_16975.txt,5,134,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2020,doc_AY2020_127_para_2420_16976.txt,2,70,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2020,doc_AY2020_128_para_2421_16982.txt,2,100,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2020,doc_AY2020_129_para_2422_16987.txt,7,97,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2020,doc_AY2020_129_para_2422_16988.txt,7,195,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2020,doc_AY2020_132_para_2425_17006.txt,1,88,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2020,doc_AY2020_132_para_2425_17007.txt,12,112,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2020,doc_AY2020_132_para_2425_17008.txt,12,82,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2020,doc_AY2020_132_para_2425_17009.txt,16,115,Operational Readiness and Reserve Mobilization,Annual Training Requirements for Reserves,G1
2020,doc_AY2020_143_para_2436_17086.txt,0,21,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2020,doc_AY2020_144_para_2437_17087.txt,1,173,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2020,doc_AY2020_144_para_2437_17088.txt,1,91,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2020,doc_AY2020_144_para_2437_17089.txt,1,157,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2020,doc_AY2020_144_para_2437_17092.txt,1,86,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2020,doc_AY2020_146_para_2439_17108.txt,7,222,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2020,doc_AY2020_158_para_2451_17183.txt,6,140,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2020,doc_AY2020_158_para_2451_17184.txt,6,129,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2020,doc_AY2020_158_para_2451_17185.txt,13,138,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2020,doc_AY2020_158_para_2451_17186.txt,20,132,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2020,doc_AY2020_158_para_2451_17187.txt,20,141,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2020,doc_AY2020_158_para_2451_17189.txt,6,126,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2020,doc_AY2020_177_para_2470_17332.txt,-1,92,Outlier,Outliers,G0
2020,doc_AY2020_179_para_2472_17347.txt,1,294,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2020,doc_AY2020_182_para_2475_17364.txt,7,174,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2020,doc_AY2020_187_para_2480_17401.txt,15,121,"Strategic Command, Technology, and Multi-Domain Warfare",Artillery and Missile Capability Integration,G2
2020,doc_AY2020_187_para_2480_17404.txt,2,106,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2020,doc_AY2020_187_para_2480_17405.txt,20,160,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2020,doc_AY2020_187_para_2480_17409.txt,0,219,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2020,doc_AY2020_187_para_2480_17410.txt,2,76,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2020,doc_AY2020_191_para_2484_17432.txt,9,109,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2020,doc_AY2020_209_para_2502_17558.txt,3,131,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2020,doc_AY2020_209_para_2502_17559.txt,3,153,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2020,doc_AY2020_209_para_2502_17561.txt,14,141,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2020,doc_AY2020_209_para_2502_17562.txt,3,107,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2020,doc_AY2020_213_para_2506_17592.txt,7,194,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2020,doc_AY2020_215_para_2508_17602.txt,14,135,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2020,doc_AY2020_215_para_2508_17603.txt,9,136,Operational Readiness and Reserve Mobilization,Mobilization Processes for Reserves,G1
2020,doc_AY2020_215_para_2508_17604.txt,6,153,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2020,doc_AY2020_215_para_2508_17607.txt,12,109,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2020,doc_AY2020_215_para_2508_17608.txt,6,99,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2020,doc_AY2020_226_para_2519_17682.txt,18,168,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2020,doc_AY2020_226_para_2519_17683.txt,13,109,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2020,doc_AY2020_226_para_2519_17684.txt,13,88,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2020,doc_AY2020_226_para_2519_17685.txt,3,104,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2020,doc_AY2020_227_para_2520_17687.txt,11,106,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2020,doc_AY2020_227_para_2520_17688.txt,10,158,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2020,doc_AY2020_227_para_2520_17689.txt,7,205,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2020,doc_AY2020_227_para_2520_17690.txt,0,76,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2020,doc_AY2020_227_para_2520_17691.txt,7,149,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2020,doc_AY2020_227_para_2520_17692.txt,0,50,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2020,doc_AY2020_229_para_2522_17704.txt,1,178,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2020,doc_AY2020_235_para_2528_17749.txt,0,105,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2020,doc_AY2020_235_para_2528_17750.txt,0,127,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2020,doc_AY2020_235_para_2528_17751.txt,0,65,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2020,doc_AY2020_235_para_2528_17752.txt,0,141,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2020,doc_AY2020_235_para_2528_17755.txt,0,156,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2020,doc_AY2020_235_para_2528_17756.txt,0,114,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2020,doc_AY2020_235_para_2528_17757.txt,0,125,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2020,doc_AY2020_241_para_2534_17794.txt,1,188,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2020,doc_AY2020_244_para_2537_17815.txt,0,126,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2020,doc_AY2020_244_para_2537_17816.txt,7,104,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2020,doc_AY2020_244_para_2537_17817.txt,7,154,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2020,doc_AY2020_244_para_2537_17818.txt,7,81,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2020,doc_AY2020_244_para_2537_17820.txt,7,78,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2020,doc_AY2020_244_para_2537_17822.txt,1,95,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_008_para_2546_17874.txt,11,162,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2021,doc_AY2021_013_para_2551_17915.txt,0,112,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2021,doc_AY2021_016_para_2554_17928.txt,19,182,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2021,doc_AY2021_016_para_2554_17930.txt,1,157,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_016_para_2554_17932.txt,1,175,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_017_para_2555_17933.txt,11,349,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2021,doc_AY2021_018_para_2556_17936.txt,10,166,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2021,doc_AY2021_018_para_2556_17937.txt,5,174,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2021,doc_AY2021_018_para_2556_17938.txt,20,169,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2021,doc_AY2021_018_para_2556_17939.txt,20,124,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2021,doc_AY2021_018_para_2556_17940.txt,20,226,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2021,doc_AY2021_018_para_2556_17941.txt,20,131,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2021,doc_AY2021_019_para_2557_17948.txt,5,114,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2021,doc_AY2021_022_para_2560_17962.txt,0,137,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2021,doc_AY2021_022_para_2560_17963.txt,0,97,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2021,doc_AY2021_030_para_2568_18006.txt,10,236,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2021,doc_AY2021_030_para_2568_18008.txt,17,126,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2021,doc_AY2021_030_para_2568_18009.txt,17,192,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2021,doc_AY2021_035_para_2573_18035.txt,7,150,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2021,doc_AY2021_036_para_2574_18042.txt,1,182,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_036_para_2574_18043.txt,1,194,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_036_para_2574_18044.txt,1,121,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_036_para_2574_18045.txt,1,111,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_036_para_2574_18046.txt,1,152,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_036_para_2574_18047.txt,1,137,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_036_para_2574_18049.txt,1,126,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_038_para_2576_18060.txt,3,171,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2021,doc_AY2021_040_para_2578_18071.txt,2,83,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2021,doc_AY2021_040_para_2578_18072.txt,2,158,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2021,doc_AY2021_040_para_2578_18073.txt,7,131,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2021,doc_AY2021_040_para_2578_18074.txt,7,120,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2021,doc_AY2021_040_para_2578_18075.txt,2,129,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2021,doc_AY2021_048_para_2585_18134.txt,1,94,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_048_para_2585_18135.txt,1,187,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_048_para_2585_18136.txt,1,259,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_048_para_2585_18137.txt,1,184,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_048_para_2585_18138.txt,1,265,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_048_para_2585_18139.txt,1,208,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_074_para_2611_18294.txt,2,130,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2021,doc_AY2021_074_para_2611_18296.txt,17,149,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2021,doc_AY2021_074_para_2611_18297.txt,17,122,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2021,doc_AY2021_074_para_2611_18298.txt,17,125,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2021,doc_AY2021_074_para_2611_18299.txt,17,171,"Strategic Command, Technology, and Multi-Domain Warfare",Security Force Assistance Brigades,G2
2021,doc_AY2021_074_para_2611_18300.txt,2,159,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2021,doc_AY2021_081_para_2617_18338.txt,1,85,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_081_para_2617_18339.txt,1,171,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_081_para_2617_18342.txt,1,193,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_081_para_2617_18343.txt,1,62,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_086_para_2622_18370.txt,0,199,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2021,doc_AY2021_086_para_2622_18373.txt,12,118,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2021,doc_AY2021_090_para_2626_18403.txt,1,80,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_090_para_2626_18405.txt,1,109,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_093_para_2629_18426.txt,12,129,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2021,doc_AY2021_107_para_2642_18514.txt,0,134,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2021,doc_AY2021_107_para_2642_18517.txt,0,95,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2021,doc_AY2021_112_para_2647_18547.txt,11,162,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2021,doc_AY2021_112_para_2647_18550.txt,0,133,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2021,doc_AY2021_113_para_2648_18555.txt,11,218,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2021,doc_AY2021_113_para_2648_18556.txt,19,161,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2021,doc_AY2021_127_para_2662_18637.txt,14,160,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2021,doc_AY2021_127_para_2662_18638.txt,3,150,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2021,doc_AY2021_127_para_2662_18639.txt,20,130,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2021,doc_AY2021_127_para_2662_18643.txt,12,111,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2021,doc_AY2021_127_para_2662_18644.txt,6,106,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2021,doc_AY2021_128_para_2663_18645.txt,3,166,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2021,doc_AY2021_128_para_2663_18646.txt,14,110,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2021,doc_AY2021_128_para_2663_18647.txt,3,180,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2021,doc_AY2021_128_para_2663_18648.txt,14,195,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2021,doc_AY2021_128_para_2663_18650.txt,14,82,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2021,doc_AY2021_128_para_2663_18651.txt,14,105,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2021,doc_AY2021_128_para_2663_18652.txt,3,159,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2021,doc_AY2021_129_para_2664_18653.txt,3,175,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2021,doc_AY2021_129_para_2664_18654.txt,3,104,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2021,doc_AY2021_129_para_2664_18655.txt,-1,102,Outlier,Outliers,G0
2021,doc_AY2021_129_para_2664_18657.txt,6,123,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2021,doc_AY2021_129_para_2664_18658.txt,3,133,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2021,doc_AY2021_136_para_2670_18690.txt,7,196,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2021,doc_AY2021_141_para_2675_18721.txt,12,135,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2021,doc_AY2021_147_para_2681_18768.txt,0,86,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2021,doc_AY2021_152_para_2686_18806.txt,0,132,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2021,doc_AY2021_152_para_2686_18808.txt,0,106,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2021,doc_AY2021_152_para_2686_18811.txt,0,38,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2021,doc_AY2021_158_para_2692_18856.txt,12,154,Operational Readiness and Reserve Mobilization,Leadership Development and Combat Planning,G1
2021,doc_AY2021_164_para_2698_18899.txt,5,61,"Strategic Command, Technology, and Multi-Domain Warfare",Defense Logistics and Enterprise Management,G2
2021,doc_AY2021_172_para_2706_18955.txt,19,105,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2021,doc_AY2021_175_para_2709_18975.txt,7,121,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2021,doc_AY2021_175_para_2709_18977.txt,2,107,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2021,doc_AY2021_175_para_2709_18978.txt,2,134,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2021,doc_AY2021_175_para_2709_18979.txt,7,147,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2021,doc_AY2021_175_para_2709_18980.txt,2,162,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2021,doc_AY2021_178_para_2711_18991.txt,11,112,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2021,doc_AY2021_178_para_2711_18992.txt,11,101,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2021,doc_AY2021_178_para_2711_18996.txt,1,166,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_178_para_2711_19000.txt,7,119,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2021,doc_AY2021_179_para_2712_19005.txt,2,144,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2021,doc_AY2021_181_para_2714_19018.txt,10,182,Operational Readiness and Reserve Mobilization,Army Reserve and Active Component Integration,G1
2021,doc_AY2021_183_para_2716_19034.txt,1,119,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2021,doc_AY2021_188_para_2721_19073.txt,19,143,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2021,doc_AY2021_188_para_2721_19075.txt,2,207,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2022,doc_AY2022_003_para_2724_19088.txt,1,66,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_003_para_2724_19089.txt,1,115,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_003_para_2724_19090.txt,2,145,"Strategic Command, Technology, and Multi-Domain Warfare",Headquarters Operations and Integration,G2
2022,doc_AY2022_003_para_2724_19091.txt,1,138,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_003_para_2724_19093.txt,1,118,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_003_para_2724_19095.txt,1,84,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_010_para_2731_19144.txt,1,134,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_010_para_2731_19145.txt,1,113,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_010_para_2731_19148.txt,1,101,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_010_para_2731_19149.txt,1,99,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_010_para_2731_19150.txt,1,76,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_010_para_2731_19151.txt,1,126,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_010_para_2731_19152.txt,1,73,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_010_para_2731_19153.txt,1,122,"Strategic Command, Technology, and Multi-Domain Warfare",Unmanned Aerial Systems and Aviation Tech,G2
2022,doc_AY2022_012_para_2733_19163.txt,15,242,"Strategic Command, Technology, and Multi-Domain Warfare",Artillery and Missile Capability Integration,G2
2022,doc_AY2022_013_para_2734_19167.txt,16,139,Operational Readiness and Reserve Mobilization,Annual Training Requirements for Reserves,G1
2022,doc_AY2022_013_para_2734_19168.txt,6,124,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2022,doc_AY2022_013_para_2734_19169.txt,18,93,Operational Readiness and Reserve Mobilization,Reserve Support and Mobilization Duties,G1
2022,doc_AY2022_013_para_2734_19170.txt,20,128,Operational Readiness and Reserve Mobilization,Equipment Maintenance and Deployment Support,G1
2022,doc_AY2022_013_para_2734_19171.txt,6,121,Operational Readiness and Reserve Mobilization,Unit Training and Readiness Cycle,G1
2022,doc_AY2022_013_para_2734_19172.txt,16,147,Operational Readiness and Reserve Mobilization,Annual Training Requirements for Reserves,G1
2022,doc_AY2022_013_para_2734_19174.txt,14,120,Operational Readiness and Reserve Mobilization,Operational Reserve Training and Mobilization,G1
2022,doc_AY2022_021_para_2742_19228.txt,3,137,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2022,doc_AY2022_028_para_2749_19264.txt,3,320,Operational Readiness and Reserve Mobilization,National Guard and Reserve Components,G1
2022,doc_AY2022_049_para_2764_19363.txt,7,99,"Strategic Command, Technology, and Multi-Domain Warfare",Multi-Domain Operations Concepts,G2
2022,doc_AY2022_059_para_2773_19425.txt,11,153,"Strategic Command, Technology, and Multi-Domain Warfare",Domain Warfare and Artillery Operations,G2
2022,doc_AY2022_064_para_2777_19454.txt,13,203,Operational Readiness and Reserve Mobilization,Brigade Combat Team Readiness,G1
2022,doc_AY2022_072_para_2785_19505.txt,19,180,Operational Readiness and Reserve Mobilization,Sustainment and Modernization Efforts,G1
2022,doc_AY2022_081_para_2792_19552.txt,0,92,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2022,doc_AY2022_087_para_2798_19581.txt,0,153,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
2022,doc_AY2022_091_para_2802_19612.txt,0,101,"Strategic Command, Technology, and Multi-Domain Warfare",Command Philosophy and Leadership Doctrine,G2
